canonical_duty_id,sentence_text,sentence_text_norm
eacb1bf2586862ec35b8d8014a806fb2b8a67cd3,Conducts test events.,conducts test events
387dd6e7bccfb3f6b410c175c47c04c83f8aefd6,Analyzes software system requirement documents.,analyzes software system requirement documents
f37f7513e9957fe8d6214e1c50818a1dae0e74b8,Develops and maintains test data.,develops and maintains test data
3a3b96c303f6534602d9662baf88ae0bb6d0db6f,"Performs analysis of test data, determines test results and develops test reports.",performs analysis of test data  determines test results and develops test reports
4128a7737d4664c05f2b22d01339ebcb8d38432e,"Makes recommendations to release authorities concerning verifiability, validity, conformance, and interoperability of software systems.",makes recommendations to release authorities concerning verifiability  validity  conformance  and interoperability of software systems
6b273c2a6d5c91a5abb980d36af0c29ce209c697,2.2.6.,2 2 6
d58a0510bd65229ece3986807c742c8f3aacbf5a,"Designs, develops, maintains, and executes processes to manage software or database components, specifications, test plans, procedures and results, and revision history applicable to a software system to ensure systems in use meet user requirements as software configuration managers.",designs  develops  maintains  and executes processes to manage software or database components  specifications  test plans  procedures and results  and revision history applicable to a software system to ensure systems in use meet user requirements as software configuration managers
d2609686c2727853cd660b41d4b3957787257093,Controls software components at all times to ensure availability and stability of documented baselines.,controls software components at all times to ensure availability and stability of documented baselines
5da5ee4c7d68edbe76e17cc4442a86fa8ee08caf,Prepares and manages processes for reporting deficiencies and requesting changes to software components or systems.,prepares and manages processes for reporting deficiencies and requesting changes to software components or systems
6574e913b03fb19c350db247b8fab64cc5d45d57,Manages change packages through analysis and development efforts ensuring testing is performed and documentation is created or updated as required.,manages change packages through analysis and development efforts ensuring testing is performed and documentation is created or updated as required
4174af32cc11df9b6d3bbbc32443708298c243e2,Conducts reviews of proposed change packages by the user community and control authorities.,conducts reviews of proposed change packages by the user community and control authorities
c83ef2cc34bcf7aa58a4401a9f21d02df8a930c9,Prioritizes deficiency reports and change requests using guidance from the user community and control authorities.,prioritizes deficiency reports and change requests using guidance from the user community and control authorities
7826a168e6a17010e23c88bff80d4f97a599f627,Prepares and maintains software system baseline documentation and procedures.,prepares and maintains software system baseline documentation and procedures
5033b10f7ea8b94c1d1471ce1cd00439eaec8724,"Prepares, packages, and documents deliverable products.
68 DAFECD, 30 Apr 25",prepares  packages  and documents deliverable products  68 dafecd  30 apr 25
d9a792929c00be7061cdeff90843d8b4fd5e3a27,2.2.7.,2 2 7
25838cb97291b7fd28e6a045d61486cc20ca229f,"As software project manager, interacts with and provides oversight for software system developers and maintainers.",as software project manager  interacts with and provides oversight for software system developers and maintainers
594bc37cea925065473d579264620d56c54a63f7,Develops and prepares system requirements and proposals.,develops and prepares system requirements and proposals
7800a26e9807fa48f503bc4a716ef380de4880e7,Analyzes requests for information.,analyzes requests for information
caee4458e53a350eaf8783c642f57dbcb7487f61,Prepares documentation of proposal specifications and programs.,prepares documentation of proposal specifications and programs
eae699364fa3de4ca814a3d35fe5da0dae337ae7,Organizes system study teams and conducts briefings.,organizes system study teams and conducts briefings
3e7804aa6bf4ae2a6db73fe0cbdd97d8ef190564,Conducts and participates in design reviews and technical interchanges between developers and user representatives.,conducts and participates in design reviews and technical interchanges between developers and user representatives
f46c95276b2fd22b2c6b8abf1d9735aeb3300671,"Plans, conducts and reports on the results of system acceptance tests.",plans  conducts and reports on the results of system acceptance tests
aaf43e31a8f3e25623e7b8a00906ed25da6425cc,"Manages or participates in the contract management, software quality assurance, or quality assurance evaluation process.",manages or participates in the contract management  software quality assurance  or quality assurance evaluation process
ba5d88c3a6a7905cdf4b399ebc201fd2648f7fb0,Academic Instructor:,academic instructor
615cfbe1617b19d827460f890e4a008a6b0e2b8f,"Conducts classroom, practical, and operational Training.",conducts classroom  practical  and operational training
0e23f5b8d3dd9c20c4f2eb2ea3f161c6f6399ade,"Plans, organizes, directs, and conducts Aerospace Physiology training functions.",plans  organizes  directs  and conducts aerospace physiology training functions
d49699b99ed6dd017eab5c207717d945e26c7257,"Determines training schedules according to course control documents, directives, policies, and instructional principles.",determines training schedules according to course control documents  directives  policies  and instructional principles
d52f037d72a9930eeb65134b0c49d4170fed5669,"Uses lecture, demonstration and performance, guided discussion, case study, and time and circumstance instructional methodology.",uses lecture  demonstration and performance  guided discussion  case study  and time and circumstance instructional methodology
cd49c4b58fa841edc89e35282ab96016cc369b79,"Provides instruction on the following subjects: Introduction to human factors in aviation, physiological effects of altitude, performance threats, physiology considerations of aircrew breathing systems, cabin pressurization and decompression, pressure breathing, vision, and unaided night vision, spatial disorientation, noise and vibration, principles of Crew Resource Management, attention management threats to Situational Awareness, acceleration, physiological considerations of aircraft egress, Barany chair, altitude chamber, and ROBD lecture.",provides instruction on the following subjects  introduction to human factors in aviation  physiological effects of altitude  performance threats  physiology considerations of aircrew breathing systems  cabin pressurization and decompression  pressure breathing  vision  and unaided night vision  spatial disorientation  noise and vibration  principles of crew resource management  attention management threats to situational awareness  acceleration  physiological considerations of aircraft egress  barany chair  altitude chamber  and robd lecture
43eb27342858a5fd8f243d69c7bd8e2978f7a28c,2.1.6.,2 1 6
b06f3c588cb787c5893419d9f63e2f0caa50c980,"Instructs students in use of oxygen masks, full-pressure suits, antigravity suites, flight clothing, emergency and portable oxygen systems, night-vision goggles, and other high altitude protection equipment.",instructs students in use of oxygen masks  full pressure suits  antigravity suites  flight clothing  emergency and portable oxygen systems  night vision goggles  and other high altitude protection equipment
6975735f0e294a319068b1dc5e36c9e53ad7b3bc,2.1.7.,2 1 7
7ec0f4842eb9968a8a9e885a44062cce1fb2e9f8,"Instructs and supervises students in fitting, adjusting, and maintaining breathing systems and other personal equipment, and use of oxygen regulators, and crew worn equipment.",instructs and supervises students in fitting  adjusting  and maintaining breathing systems and other personal equipment  and use of oxygen regulators  and crew worn equipment
9875434f467e1b178f0fb896315e4243c795b25a,2.1.8.,2 1 8
c77b6301cb4212d2e05a4034bdcec98f6c995f6f,"Conducts lectures, discussions, and demonstrations to indoctrinate flying, parachuting and non-flying warfighters on physical and physiological stresses and human performance implications of military aviation, and worldwide deployment environments.",conducts lectures  discussions  and demonstrations to indoctrinate flying  parachuting and non flying warfighters on physical and physiological stresses and human performance implications of military aviation  and worldwide deployment environments
1d0d3e540139df299e1d203c9a21cd42b82233b0,2.1.9.,2 1 9
ce6130fd57ba8fcc9b6181ba0321fa2373f12584,Administers tests on physiology topics covered in lectures and trainer indoctrination.,administers tests on physiology topics covered in lectures and trainer indoctrination
52dbcc04be9e3e9a3f608803c148583358018295,2.1.10.,2 1 10
d946158314d4b8f608b193307790594bec952448,Emphasizes the application of human factors principles with real-world scenarios and environments.,emphasizes the application of human factors principles with real world scenarios and environments
c930040afb15dd5fb93c75f1103ae0d18b895ed2,2.1.11.,2 1 11
97d8d8652b850a292750442d8a40439c1a089fad,"Develops and implements programs designed to enhance safety, mission effectiveness, and provide just-in-time training to aircrew and support personnel on human performance/human factors issues.",develops and implements programs designed to enhance safety  mission effectiveness  and provide just in time training to aircrew and support personnel on human performance human factors issues
208a5b9bb31606501007a12f93fef7c978b504a0,2.1.12.,2 1 12
b740ca63ad7d74f7b45c63c08cbd6bf93040c226,"Discusses physiological factors involved in acceleration, exposure to thermal burden, pressurized cabins and rapid decompression, high altitude escape, vision, theory of operation for night vision devices, sensory illusions, and various in-flight oxygen emergencies.",discusses physiological factors involved in acceleration  exposure to thermal burden  pressurized cabins and rapid decompression  high altitude escape  vision  theory of operation for night vision devices  sensory illusions  and various in flight oxygen emergencies
0724bd2e0f67b57f5ed54dea31b883b84007b12b,Non-Career Enlisted Aviator (non-CEA):,non career enlisted aviator  non cea
f965ababfeeb1dc90f85a5070eedba28deb6c012,"Establishes, supervises, and directs AP non-CEA training program.",establishes  supervises  and directs ap non cea training program
1bee602f215d3f43d462d37b0da6c38fb66425dc,"Evaluates non-CEA activities ensuring compliance with technical manuals, regulations, and work standards.",evaluates non cea activities ensuring compliance with technical manuals  regulations  and work standards
a81f666a746adec0e293ea981985cd8067c38b62,Serves on or directs flight inspection teams to evaluate in-flight duties and operational programs.,serves on or directs flight inspection teams to evaluate in flight duties and operational programs
77cfb1239dbe839d64a6a2be9d2ea8322278aa66,"Plans, organizes, and coordinates flight activities with flying organizations.",plans  organizes  and coordinates flight activities with flying organizations
dfdeaefa9aa28d8f047c028d19f22b40fb6cf962,Directs standardization of physiological duties and ensures conformance with prescribed aircrew procedures.,directs standardization of physiological duties and ensures conformance with prescribed aircrew procedures
9f03956e6b994f483f177ae6103c9af9ff2c3995,Inspects and evaluates in-flight Aerospace Physiology activities.,inspects and evaluates in flight aerospace physiology activities
ffd74d15ca546d81cdc5244a115ef31d9f06164f,Interprets and discusses evaluation findings and recommends action to correct deficiencies.,interprets and discusses evaluation findings and recommends action to correct deficiencies
a66a894320f62fb927bc2299491dcfd5b9774445,2.2.8.,2 2 8
f5948743e60a24553b885954735ac406072ea637,Advises organizational commander or staff agencies on status of physiological activities and adequacy of equipment.,advises organizational commander or staff agencies on status of physiological activities and adequacy of equipment
bc2e9eaec1d542d5b025acd6270b98f479249fb3,2.2.9.,2 2 9
043622cf3ade7411be1d138ca9884a69659daf2b,Maintains universal aircraft qualification.,maintains universal aircraft qualification
5646ad051ea5c971d6c1c75b2b280124209ff474,2.2.10.,2 2 10
26a7e23e6713768c2e315a5be87665c96d5dee83,Primary Flight Duties:,primary flight duties
cb928c9baeea8c2bf48202f54e305794b705277b,2.2.10.1.,2 2 10 1
1efd40ee1af484b9ce334d5456086ce5956ac08b,"Observe, evaluate, and assist with the unique physiological demands of the MWS.",observe  evaluate  and assist with the unique physiological demands of the mws
a8e2d99c70485c61a1ff3934bf1ecc0024d71952,2.2.10.2.,2 2 10 2
85eb03353f7fa4c85c4a69855ac8b022ec4dac88,"Observe, evaluate, and assist with human factors/human performance challenges within the MWS and/or mission set.",observe  evaluate  and assist with human factors human performance challenges within the mws and or mission set
5d378cb648f6616f284561fa46c0383188f25d3e,2.2.10.3.,2 2 10 3
c7fa4c5a968f1817946d4645ec99d08876145d21,"Observe, evaluate, and assist with aircrew breathing systems and aircrew/MWS interface.
73 DAFECD, 30 Apr 25",observe  evaluate  and assist with aircrew breathing systems and aircrew mws interface  73 dafecd  30 apr 25
06069affad759cfadaca571657b23f06e7571514,2.2.10.4.,2 2 10 4
010bddd80829084bb76285121dcb081b595bcbcf,"Provide Operational Safety, Suitability, and Effectiveness (OSS&E) lessons learned to existing aircrew training platforms and human systems integration.",provide operational safety  suitability  and effectiveness  oss e  lessons learned to existing aircrew training platforms and human systems integration
383b784aa4dd4f86c83fd76e5160fd32da2c60c3,2.2.11.,2 2 11
a4e7a219cc6522ee2e6417e792a4e5e788a8f19b,Routinely accesses classified material in performance of duties.,routinely accesses classified material in performance of duties
2e2e120b1fc0ddff363080a2bb8c8da544bfeecd,2.2.12.,2 2 12
a555cded7045b4ffb79ae0cbdd3ff755ac9a7168,"Individuals selected for the AP career field, inherently volunteer to enter qualification training to perform in-flight duties in an aircraft as non-rated aircrew members.",individuals selected for the ap career field  inherently volunteer to enter qualification training to perform in flight duties in an aircraft as non rated aircrew members
374fc7a61c482f9cb8d9e3b637b6122e7072f75d,High Altitude Airdrop Mission Support (HAAMS):,high altitude airdrop mission support  haams
58123705825145d22cf74f9485b499f6d0a09857,2.3.1.,2 3 1
1e6c238bc9f35afe2968d787e517d2c110298d34,2.3.2.,2 3 2
b4123ff6a2c41b8528c1c746e813d6f8b9dd1ee9,Operates aircrew and parachutist breathing systems.,operates aircrew and parachutist breathing systems
f3b91f107d9fc49c936ff575fc7ecafb82467385,2.3.3.,2 3 3
b056484c64dbd855a75693032765587eab3bdcde,Monitors and treats aircrew and parachutists of signs and symptoms of physiological impairment,monitors and treats aircrew and parachutists of signs and symptoms of physiological impairment
53865ea41c619a3d608ea86e6ce1656a92c55e00,2.3.4.,2 3 4
e354a51d33de9248757a526af77373170554dbbc,Deploys and supports alerts in support of worldwide HAAMS requirements.,deploys and supports alerts in support of worldwide haams requirements
e6bc63975de5878a382cf61f96cef679d0ed445b,2.3.5.,2 3 5
82c4109f4ea5eec905df5a171ff371f103e7d273,Applies a thorough understanding of the physiological factors associated with high altitude airdrop operations.,applies a thorough understanding of the physiological factors associated with high altitude airdrop operations
7234e986c678ef7ee9e787e8289f65f2d8a9a0f2,High Altitude Intelligence Surveillance and Reconnaissance (HAISR) Program Support:,high altitude intelligence surveillance and reconnaissance  haisr  program support
0747102bca6602c10e69b4ce6954dc76f91ea92f,2.4.1.,2 4 1
658b008aae05356b66fb96843b950eea51452d3f,"Applies a thorough understanding of the physical and physiological problems associated with a pressure suit including thermal 78 stress, body water balance, impaired circulation, fatigue, cramps, and general discomfort.",applies a thorough understanding of the physical and physiological problems associated with a pressure suit including thermal 78 stress  body water balance  impaired circulation  fatigue  cramps  and general discomfort
8108aa1eeae979f3205433e50b2b79f71f85c5f3,2.4.2.,2 4 2
8a21374b8bbbbb582541b3687bdc0c92abdad752,"Applies a thorough understanding of the role of the pressure suit to provide protection against the vacuum of space, as well as heat, cold, and possible radiation exposure 81.",applies a thorough understanding of the role of the pressure suit to provide protection against the vacuum of space  as well as heat  cold  and possible radiation exposure 81
6ef87dfdd326f87a919ad66eb25d510991d9ffd4,2.4.3.,2 4 3
2dc1db053e6acaa199066e7c1b382faf9f09a401,Operating self-regenerating oxygen supply capable of providing the pilot with a pressure suit seal and allowing for the removal of nitrogen in the human body to decrease the prevalence of Decompression Sickness 83.,operating self regenerating oxygen supply capable of providing the pilot with a pressure suit seal and allowing for the removal of nitrogen in the human body to decrease the prevalence of decompression sickness 83
825897a77844e6ef1aea965a6c29a99b19753fd1,2.4.4.,2 4 4
016ce6d3015aba7586a5ca6d0138cb9335b6a540,"Fits, inspects, operates, and maintains full pressure suits, and associated equipment and support associated flight operations.",fits  inspects  operates  and maintains full pressure suits  and associated equipment and support associated flight operations
721d7394ecd83bb041de770f10be841d39cc37ed,2.4.5.,2 4 5
4ea23e1abf3397c7ce5c725af626d14c40c10805,Deploys and supports alerts in support of world-wide ISR requirements.,deploys and supports alerts in support of world wide isr requirements
1747708d6aacfeeb423da35156e83df5c21da32a,Aviation Safety:,aviation safety
5ecb95d032648073e923cd40f4e649e20958d4c8,2.5.1.,2 5 1
b6693611405bf7a6f6e651f5d2d4f826065d431d,"Performs and assists in mishap investigations, prepares reports, and maintains records.",performs and assists in mishap investigations  prepares reports  and maintains records
8e946294282847f06d08a0f8f28411f5a728fc32,2.5.2.,2 5 2
c5e5263a558699350fe6af62f5ce6db8484379e3,"Gathers and analyzes mishap data, identifies causes, recommends corrective actions, and develops training to prevent future mishaps.",gathers and analyzes mishap data  identifies causes  recommends corrective actions  and develops training to prevent future mishaps
8a0b513a85109fb435e4f7b3e06452ac8743166f,2.5.3.,2 5 3
45d0423ad8a948e8844e5f9abb2915b25361fc1a,"Performs/assists as human factors consultant for flight, occupational, weapon, and space mishap boards.",performs assists as human factors consultant for flight  occupational  weapon  and space mishap boards
1d8e5ad75b0bdfe628e7ad99be16f8546e7be264,2.5.4.,2 5 4
9f7c3f7973b179d2e8c8f0727ee520b70f5f5411,"Interacts with flight medicine, wing safety and other base agencies as human factors consultant.",interacts with flight medicine  wing safety and other base agencies as human factors consultant
43817f6f09699e9367e8a44d64537132626d2887,2.5.5.,2 5 5
d978523afa5cc389e1d6ebf59ff4383fe2c2aef0,Utilizes the Air Force Safety Automated System (AFSAS) for promoting mishap prevention programs for all aviation assets and through the establishment of proactive aviation safety programs 94.,utilizes the air force safety automated system  afsas  for promoting mishap prevention programs for all aviation assets and through the establishment of proactive aviation safety programs 94
434ad5eb55b3d923681b6f51ea075e6c3079f01a,2.5.6.,2 5 6
dc9e272e24f0105264e7dcbd8a77e737b15090ea,"Utilizes the Sleep, Activity, Fatigue and Task Effectiveness-Fatigue Avoidance Scheduling Tool (SAFTE-FAST) for predicting fatigue in aircrew pairing, rosters, and day-of operations schedules 96",utilizes the sleep  activity  fatigue and task effectiveness fatigue avoidance scheduling tool  safte fast  for predicting fatigue in aircrew pairing  rosters  and day of operations schedules 96
7472dfc1c337a98d3e7c552119e63992d8171e71,Parachute Qualified Personnel:,parachute qualified personnel
689dab7240f8163bf67e0ca33253e1a4f26e98b4,2.6.1.,2 6 1
76d4f768e14b855c94aed332d589c40f6632ffc4,"Serves as SME for emergency parachuting techniques in support of high altitude parachutists, Undergraduate Flying Training, and Aerospace Physiological Training program.",serves as sme for emergency parachuting techniques in support of high altitude parachutists  undergraduate flying training  and aerospace physiological training program
80e04f65a8204654797b2ec7aaa57e3127c111b1,2.6.2.,2 6 2
68f3b69548cc29c9b4ea0b7368db5b6a3fc9235a,Performs static line and/or military free fall (MTF) duties.,performs static line and or military free fall  mtf  duties
41216fdc06c5b1e0d9b1a0af1d462b93a1e8e8f9,2.6.3.,2 6 3
0061e35f4d4d3911448e48ce2bc03084a7912c68,Performs static line and/or MFF Jumpmaster duties.,performs static line and or mff jumpmaster duties
4eb63d979fc1a69337c0b1394a631a91864fb5e2,General AP Technician Duties:,general ap technician duties
0f8208b7db28a55129c395ab23e45e7d0011c263,2.7.1.,2 7 1
c2e330593eb971d36e42af8faf3b672ce5cbb58c,Schedules and operates altitude chambers to simulate changes in barometric pressure experienced in flying.,schedules and operates altitude chambers to simulate changes in barometric pressure experienced in flying
95299c93ed058d885082f2b5e7d5bf12020320d0,2.7.2.,2 7 2
81217324b51b5fc458fcf2fe00e4f0ff5eee874d,Performs hazardous duty as inside observer during hypobaric chamber flights to ensure student safety and training effectiveness.,performs hazardous duty as inside observer during hypobaric chamber flights to ensure student safety and training effectiveness
364b3d583a13965941c045a944e2be1352a45dd7,2.7.3.,2 7 3
c233e8bd04059a911096e2bd72c965523e3b390a,Operates spatial disorientation devices to simulate sensory and visual misperceptions.,operates spatial disorientation devices to simulate sensory and visual misperceptions
f0fd9f506ad3889fe2540b82251b303429abadee,2.7.4.,2 7 4
622589bcc50c8a8bd41f70696a9a2fe13147ee5b,Operates centrifuge for aircrew Training.,operates centrifuge for aircrew training
76c4d54fa7711855afc511ebb0582577447966dd,2.7.5.,2 7 5
b521c7ecf3665343d5653401af6c016e0c57fce8,Operates and maintains the reduced oxygen breathing device (ROBD).,operates and maintains the reduced oxygen breathing device  robd
6d018ea13cbfa7a1d24ffb8d99804f101c410599,2.7.6.,2 7 6
f3b97088ce920b7f15bc5bffa994e54cf8858fea,"Establishes routine storage, inspection, and maintenance procedures for aircrew flight equipment used by the physiology-training program.",establishes routine storage  inspection  and maintenance procedures for aircrew flight equipment used by the physiology training program
b23ea035a2a5e95e594b918489b51ac6be42dbcb,2.7.7.,2 7 7
53dec653a0c51696807dcf61f0878b5846e3c22d,Uses various types of test equipment to conduct reliability testing on aircrew breathing systems and oxygen regulators.,uses various types of test equipment to conduct reliability testing on aircrew breathing systems and oxygen regulators
fc8b0fcb23ec25b0a5cba8380edb98a908dc0e90,2.7.8.,2 7 8
db204aa58fef81c7be8c4b137ffa9cc44b0269c7,"Observes students for signs of hypoxia, decompression sickness, and other physiological injury or illness.",observes students for signs of hypoxia  decompression sickness  and other physiological injury or illness
5882f90460b1ccfafb1f751bea8b0d2c147ec20d,2.7.9.,2 7 9
8d6d399937c04bdc9539fb0238cb6c314f56ef8d,Inspects and evaluates aerospace physiology equipment and procedural activities.,inspects and evaluates aerospace physiology equipment and procedural activities
cd3e5ef53f59990a692e42fe0be5453808f5bef4,Staff Functions:,staff functions
30cdb6d5978b8e0ef34ddbe74dfc2ba2432454a8,2.8.1.,2 8 1
4a11cade170372ef2042782812f760daefe28482,"May function at HAF-MAJCOM, or FOA staff (including but not limited to, Operations, Safety, Human Systems Integration, etc.) in variety of functions (e.g., Air Force Career Field Manager, Force Development Manager AP, Force Manager AP Policy and Programs, Force Manager AP Operations, MAJCOM Functional Manager).",may function at haf majcom  or foa staff  including but not limited to  operations  safety  human systems integration  etc   in variety of functions  e g   air force career field manager  force development manager ap  force manager ap policy and programs  force manager ap operations  majcom functional manager
92a52af5c8878a3b63bef63420b80bafec7ad77e,"Coordinates and manages AP program actions at Air Staff, MAJCOM, and FOA level.",coordinates and manages ap program actions at air staff  majcom  and foa level
753dbd3a568d5162074b9aeb717f2c0b0f7fbcc0,Manages intelligence analysis functions and activities in all domains.,manages intelligence analysis functions and activities in all domains
a240adaae84270786d3af18fb5a42919d16e79c8,"Oversees efforts to collect, exploit, develop, and produce intelligence information for dissemination to key leadership and consumers across the US Intelligence Community and foreign partners.",oversees efforts to collect  exploit  develop  and produce intelligence information for dissemination to key leadership and consumers across the us intelligence community and foreign partners
e63d680352cb4d8b72c53788f321d0bbb510017f,"Directs, plans, and organizes analytical activities in support of Air Force, Joint, and Coalition intelligence, surveillance, and reconnaissance (ISR) operations to support strategic, operational, and tactical requirements.",directs  plans  and organizes analytical activities in support of air force  joint  and coalition intelligence  surveillance  and reconnaissance  isr  operations to support strategic  operational  and tactical requirements
6ddfa0d281b0082650762f36b947a05eaa3c7c0d,Realigns mission priorities to support changing requirements.,realigns mission priorities to support changing requirements
9cd550c8578bf1bebff786e7033363da026ea795,Recommends new processes and procedures to enhance mission effectiveness.,recommends new processes and procedures to enhance mission effectiveness
13836678d3321dab151f1b93006b31e94d4211bf,Manages analysis and production activities.,manages analysis and production activities
d9bb3b88032f22432ddd3d02a413b6c9563c7e98,Assigns projects to subordinates and establishes work priorities.,assigns projects to subordinates and establishes work priorities
a83ee1832f5248d720f38903512f2916409e2981,Develops and evaluates analytical processes and techniques.,develops and evaluates analytical processes and techniques
35283f3b05cfe7e373ecdc70d67020836d61afa1,Oversees intelligence reporting efforts to ensure compliance with established guidelines and procedures.,oversees intelligence reporting efforts to ensure compliance with established guidelines and procedures
0524ab799720b087b9134a236310b43c30d93326,"Supports all aspects of Air Force operations by discovering, collating, analyzing, evaluating, and disseminating intelligence information.",supports all aspects of air force operations by discovering  collating  analyzing  evaluating  and disseminating intelligence information
713072bdfbccf01df3acd06e9beb1d6b62174fe5,"Produces all-source intelligence, situation estimates, adversarial nation, terrorist, insurgent threat studies, and other intelligence reports and studies.",produces all source intelligence  situation estimates  adversarial nation  terrorist  insurgent threat studies  and other intelligence reports and studies
da7dbf35482fbf779d63b72b139caca7a1facaf3,Advises commanders on force protection and intelligence information for US and Partner Nations.,advises commanders on force protection and intelligence information for us and partner nations
e1558862e2cf2eeaae7082a8d7d5df0e95eae744,Conducts intelligence debriefings of US and allied military personnel involved in combat operations.,conducts intelligence debriefings of us and allied military personnel involved in combat operations
f3b9f3216c8b7060af4b35bb60263a42f29b5934,Prepares mission reports.,prepares mission reports
a0f9d3cda095eb0f699c7596814f80178449031e,Conducts intelligence Training.,conducts intelligence training
5a403d029093b58eee1e5f8de7cf4480cd857b0f,"Instructs military personnel on collecting and reporting requirements and procedures, recognition techniques, and assessing offensive and defensive weapon system capabilities.",instructs military personnel on collecting and reporting requirements and procedures  recognition techniques  and assessing offensive and defensive weapon system capabilities
10bdaa233fea03f0ccde33c7faf8fd22c4f48b78,"Assists SERE (Survival Evasion Resistance and Escape) and Aircrew Flight Equipment personnel in training personnel recovery and code of conduct, when necessary.",assists sere  survival evasion resistance and escape  and aircrew flight equipment personnel in training personnel recovery and code of conduct  when necessary
fa7946a7f8f6c40c9103ad4f94900096979dfee6,"Collates intelligence and operations materials, and assembles final products for mission briefing, study, and use.",collates intelligence and operations materials  and assembles final products for mission briefing  study  and use
f634dbac4c6f96cac1457d35c5662eea28ea50f5,Produces intelligence materials.,produces intelligence materials
20e40b6b02ac1762fa26385169b4099ab063e935,"Prepares, maintains, and presents intelligence displays, reports, and briefings.",prepares  maintains  and presents intelligence displays  reports  and briefings
090cd6369719d8762ece211c4fc3683bcbbe250b,"Discovers, compiles, evaluates, researches, analyzes, and disseminates intelligence information.",discovers  compiles  evaluates  researches  analyzes  and disseminates intelligence information
1540f0ffa3bdf19ec40d5fa6130c080f2789ac57,Establishes intelligence collection requirements.,establishes intelligence collection requirements
8dbf53047e12616decb4f09ce1578615f42d93f9,Identifies and establishes unit requirements for intelligence reference materials and maintains intelligence reference files and automated intelligence databases.,identifies and establishes unit requirements for intelligence reference materials and maintains intelligence reference files and automated intelligence databases
88bd4e4581429004f24479a223ae673cfc6ee8a9,"Uses intelligence automated data systems to store, retrieve, display, and report intelligence information.",uses intelligence automated data systems to store  retrieve  display  and report intelligence information
4120d49791122d0f29132fd7a06eccf66646ffb5,Performs support to mission planning and execution.,performs support to mission planning and execution
e2d57cdda491ae408af08e1879519c63a0de0be0,"Provides tailored collections planning, threat analysis, and intelligence expertise necessary to develop detailed mission plans for air, space, cyberspace, and special operations.",provides tailored collections planning  threat analysis  and intelligence expertise necessary to develop detailed mission plans for air  space  cyberspace  and special operations
dcfe63a06117b524cf7d14384b49925b517f0d71,"Provides current situational awareness and Intelligence, Surveillance and Reconnaissance (ISR) management for the accomplishment of the Air Tasking Order (ATO), Integrated Tasking Order (ITO), Cyber Tasking Order (CTO) or Space Tasking Order (STO).",provides current situational awareness and intelligence  surveillance and reconnaissance  isr  management for the accomplishment of the air tasking order  ato   integrated tasking order  ito   cyber tasking order  cto  or space tasking order  sto
33ebc4be5e82cda581d2e0ce7374ce4f0d4391ee,Analyzes intelligence to support military operations.,analyzes intelligence to support military operations
bc96439003886a8cb57a3ea9b61fec6422ed7754,"Assists in the performance of, targeting functions to include target development, weaponeering, force application, mission planning, and combat assessment.",assists in the performance of  targeting functions to include target development  weaponeering  force application  mission planning  and combat assessment
86f74746a17c765749642e139a50ecb298f664dd,Support to Force Protection (FP).,support to force protection  fp
e402c30085a31d37c5f2150f786b285367c9ef9a,"Provides FP intelligence support to commanders and their staffs through all source intelligence products and briefings, focusing on human threat capabilities, tactics, trends, courses of action and ongoing threats in the unit's Area of Interest or Area of Responsibility.",provides fp intelligence support to commanders and their staffs through all source intelligence products and briefings  focusing on human threat capabilities  tactics  trends  courses of action and ongoing threats in the unit s area of interest or area of responsibility
bba860bc1e469753c80352461dc5e51910f8fbda,Analyzes incoming intelligence for FP value and impact.,analyzes incoming intelligence for fp value and impact
f2210e2625b563f14c83ac22b9eaab7b4676c580,"Ensures FP is addressed in current intelligence briefings, pre-mission, and pre-deployment briefings.",ensures fp is addressed in current intelligence briefings  pre mission  and pre deployment briefings
b246a95af9190a8618cd3b9ec6ccf929d9edeeb5,Provides guidance for unit-level FP-related intelligence external and internal Training.,provides guidance for unit level fp related intelligence external and internal training
494c0c877514e4072d05c79ac0701ebbefb020d5,Participates in the installation-level Threat Working Group (TWG).,participates in the installation level threat working group  twg
dca2a05fa3467a00998d87377a1be54888113b35,Develops realistic human threat scenarios for exercises.,develops realistic human threat scenarios for exercises
5175099bf4c8b049f6c942b33833012e811930d5,"Responsible for providing FP for at-home, in-transit, and deployed units.",responsible for providing fp for at home  in transit  and deployed units
b837cb7dffe250936b39500689a5cccff46da7b6,"Processes, exploits, and disseminates intelligence products and conducts analysis concerning threat countries or targets of interest via written and/or verbal means.",processes  exploits  and disseminates intelligence products and conducts analysis concerning threat countries or targets of interest via written and or verbal means
fd4d0010a9792d647cad1cd6f3f47b2d6a48ce22,These products provide specificity and knowledge to commanders and national leaders to impact tactical through strategic level decision making processes.,these products provide specificity and knowledge to commanders and national leaders to impact tactical through strategic level decision making processes
ba6271f4ae85cc065629f6276c2f430892fb63b9,Develops and evaluates analytical processes and techniques to facilitate target development.,develops and evaluates analytical processes and techniques to facilitate target development
35bbdf7f5e05efda869e07b67c4cac958ccde300,"Administers intelligence training programs for aircrew, security forces, explosive ordnance disposal, and others.",administers intelligence training programs for aircrew  security forces  explosive ordnance disposal  and others
6ab2fe654e6bf0cd338d81e141f5a94e670ba88b,Provides support to mission planning and execution.,provides support to mission planning and execution
